"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"TicketLiquidator",,"12105464","Kenny Chesney","Find Kenny Chesney tickets at Ticket Liquidator.","Kenny Chesney, Kenny Chesney concert, Kenny Chesney tickets, Kenny Chesney tour, Amarillo Sky, Pirate Flag, Big Rival Tour","Text Link","N/A","N/A","30-Jan-2015","<a href=""http://www.tkqlhce.com/click-7839687-12105464-1422634636000"" target=""_blank"">Kenny Chesney</a><img src=""http://www.lduhtrp.net/image-7839687-12105464-1422634636000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151373?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-12105464-1422634636000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12105457","Kenny Chesney","Find Kenny Chesney tickets at Ticket Liquidator.","Kenny Chesney, Kenny Chesney concert, Kenny Chesney tickets, Kenny Chesney tour, Amarillo Sky, Pirate Flag, Big Rival Tour","Banner","N/A","N/A","30-Jan-2015","<a href=""http://www.dpbolvw.net/click-7839687-12105457-1422634516000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-12105457-1422634516000"" width=""285"" height=""170"" alt=""Kenny Chesney tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151374?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-12105457-1422634516000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10922902","Buy tickets now! Call to action","This banner will grab attention and make conversions better than most. Good call to action.","cheap tickets, ticketliquidator, discount sporting events, cheap concerts, concert tickets, sports tickets, pro sports events, stadium seats, playoff tickets","Banner","17.69 € EUR","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10922902-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10922902-1405955857000"" width=""300"" height=""250"" alt=""Cheap tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151375?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10922902-1405955857000","Sale/Discount","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11797200","Top Country Artists","Find tickets to some of country music's hottest artists at Ticket Liquidator.","country music, country concerts, country megaticket, Luke Bryan, Jason Aldean, Tim McGraw, Blake Shelton, Brad Paisley, Dierks Bentley, Keith Urban, Lady Antebellum, Miranda Lambert, Rascal Flatts, Toby Keith, live concert events","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11797200-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11797200-1405955857000"" width=""210"" height=""125"" alt=""Top Country Artists"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151376?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11797200-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11762271","Fleetwood Mac","Fleetwood Mac tickets","Fleetwood Mac, Fleetwood Mac tickets, Fleetwood Mac tour, Fleetwood Mac concert, Fleetwood Mac concert tickets, Fleetwood Mac live","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11762271-1405955857000"" target=""_blank"">Fleetwood Mac</a><img src=""http://www.lduhtrp.net/image-7839687-11762271-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151377?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11762271-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10813511","TicketLiquidator Generic Banner","This attractive banner will invite clicks for all our major categories; Sports, Concerts and Theater. Can be used anywhere on any site, as it is always relevant. Definitely will convert due to its universal appeal.","cheap tickets, tickets, sports tickets, concert tickets, theater tickets, playoff tickets, finals tickets, sold out tickets, NASCAR tickets, Las Vegas tickets, baseball tickets, football tickets, rock concert tickets, event tickets","Banner","11.01 € EUR","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-10813511-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10813511-1405955857000"" width=""234"" height=""60"" alt=""Find cheap tickets!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151378?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10813511-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11664607","The Avett Brothers","The Avett Brothers Tickets","The Avett Brothers, The Avett Brothers Tickets, The Avett Brothers Concert, The Avett Brothers Tour, Bluegrass music, Country music, The Avett Brothers Country Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11664607-1405955857000"" target=""_blank"">The Avett Brothers Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11664607-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151379?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11664607-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10889166","Metal Tickets","Metal Tickets are always popular, from the Metallica and Motley Crue tours, to the reunions of older metal bands that always sell a ton of tickets. ","Metal Tickets, hard rock concerts, heavy metal concerts, motley crue, poison tickets, metallica tickets, slayer tickets, cradle of filth tickets, ozfest, ozzy osbourne, heavy rock, hard rock, death metal, thrash metal, black metal","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10889166-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10889166-1405955857000"" width=""120"" height=""240"" alt=""Metal Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151380?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10889166-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11800774","Willie Nelson","Find tickets to Willie Nelson and Alison Krauss at Ticket Liquidator.","Willie Nelson, Willie Nelson tickets, Willie Nelson concert, Willie Nelson tour, Willie Nelson and Alison Krauss, Willie Nelson and Alison Krauss tickets, Alison Krauss","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11800774-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11800774-1405955857000"" width=""210"" height=""125"" alt=""Willie Nelson"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151381?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11800774-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669726","Jennifer Nettles","Jennifer Nettles Tickets","Jennifer Nettles, Jennifer Nettles Tickets, Jennifer Nettles Tour, Jennifer Nettles Concert, That Girl, Sugarland","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11669726-1405955857000"" target=""_blank"">Jennifer Nettles Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11669726-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151382?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11669726-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669718","OneRepublic","OneRepublic Tickets","OneRepublic, OneRepublic Tickets, OneRepublic Tour, OneRepublic Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11669718-1405955857000"" target=""_blank"">OneRepublic Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11669718-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151383?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11669718-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669770","REO Speedwagon","REO Speedwagon Tickets","REO Speedwagon, REO Speedwagon Tickets, REO Speedwagon Tour, REO Speedwagon Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11669770-1405955857000"" target=""_blank"">REO Speedwagon Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11669770-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151384?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11669770-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11893800","Brad Paisley","Find tickets to Brad Paisley at Ticket Liquidator.","Brad Paisley, Brad Paisley tickets, Brad Paisley tour, Country Megatickets, country music, country concerts, country tickets","Banner","N/A","N/A","24-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11893800-1406208089000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11893800-1406208089000"" width=""210"" height=""125"" alt=""Brad Paisley tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151385?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11893800-1406208089000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10906696","Event Tickets Call to Action","This generic Event Tickets banner has a strong call to action and should earn money from increased clicks.","Event Tickets, cheap tickets, concert tickets, theater tickets, MLB tickets, sports tickets, soccer tickets, boxing fights, NASCAR race tickets, tickets, ticketliquidator, concert tour schedules, playoff tickets","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-10906696-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-10906696-1405955857000"" width=""150"" height=""150"" alt=""Event tickets cheap"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151386?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10906696-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11982984","Taylor Swift","Find tickets to see Taylor Swift at Ticket Liquidator.","Taylor Swift tickets, Taylor Swift, Taylor Swift schedule, Taylor Swift tour, Taylor Swift concerts, Taylor Swift tour dates, Taylor Swift information, 1989, 1989 tour, shake it off","Banner","N/A","N/A","24-Oct-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11982984-1414158779000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11982984-1414158779000"" width=""210"" height=""125"" alt=""Taylor Swift tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151387?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11982984-1414158779000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11773782","Jason Aldean","Find tickets to Jason Aldean at Ticket Liquidator","Jason Aldean, Jason Aldean tour, Jason Aldean tickets, Jason Aldean concert, Jason Aldean live, Country Megaticket, Burn It Down Tour, Jason Aldean Burn It Down Tour","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11773782-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11773782-1405955857000"" width=""285"" height=""170"" alt=""Jason Aldean tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151388?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11773782-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669765","Macklemore and Ryan Lewis","Macklemore and Ryan Lewis Tickets","Macklemore and Ryan Lewis, Macklemore and Ryan Lewis Tickets, Macklemore and Ryan Lewis Concert, Macklemore and Ryan Lewis Tour","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11669765-1405955857000"" target=""_blank"">Macklemore and Ryan Lewis Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11669765-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151389?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11669765-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11982984","Taylor Swift","Find tickets to see Taylor Swift at Ticket Liquidator.","Taylor Swift tickets, Taylor Swift, Taylor Swift schedule, Taylor Swift tour, Taylor Swift concerts, Taylor Swift tour dates, Taylor Swift information, 1989, 1989 tour, shake it off","Banner","N/A","N/A","24-Oct-2014","<a href=""http://www.dpbolvw.net/click-7839687-11982984-1414158779000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11982984-1414158779000"" width=""210"" height=""125"" alt=""Taylor Swift tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151387?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11982984-1414158779000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11947818","John Mellencamp","Find tickets to John Mellencamp at Ticket Liquidator.","John Mellencamp, John Mellencamp tickets, John Mellencamp tour, John Mellencamp concerts","Banner","N/A","N/A","18-Sep-2014","<a href=""http://www.tkqlhce.com/click-7839687-11947818-1411057538000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11947818-1411057538000"" width=""210"" height=""125"" alt=""John Mellencamp tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151390?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11947818-1411057538000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11893799","Enrique Iglesias and Pitbull","Find tickets to Enrique Iglesias and Pitbull at Ticket Liquidator.","Enrique Iglesias and Pitbull, Enrique Iglesias and Pitbull tickets, Pitbull tickets, concerts, Enrique Iglesias and Pitbull tour","Banner","0.00 € EUR","N/A","24-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11893799-1406207970000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11893799-1406207970000"" width=""210"" height=""125"" alt=""Enrique Iglesias and Pitbull tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151391?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11893799-1406207970000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10897012","Deep Linking Tool","Use this awesome tool to deep-link FAST to any event in our database. ","tickets, cheap tickets, sports tickets, concert tickets, theater tickets, event tickets, affiliate tools, deep linking tool, deeplink maker","SmartLink","9.72 € EUR","9.78 € EUR","21-Jul-2014","http://www.ticketliquidator.com/widgetmaker.aspx?aid=10897012&pid=7839687","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151392?target=_blank&mouseover=N""></script>","","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10856695","Taylor Swift Tickets","Taylor Swift tickets are a huge sell available at Ticket Liquidator.","Taylor Swift tickets, Taylor Swift, Taylor Swift schedule, Taylor Swift tour, Taylor Swift concerts, Taylor Swift tour dates, Taylor Swift information, 1989, 1989 tour, shake it off","Text Link","27.11 € EUR","N/A","6-Nov-2014","<a href=""http://www.dpbolvw.net/click-7839687-10856695-1415302542000"" target=""_blank"">Taylor Swift tickets</a><img src=""http://www.lduhtrp.net/image-7839687-10856695-1415302542000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151393?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-10856695-1415302542000","Product","","6-Nov-2014","30-Dec-2015","Events","2916100","Active","English","No"
"TicketNetwork",,"11985787","Taylor Swift","Taylor Swift Tickets","taylor swift, tickets, taylor swift tickets, concerts, country, 1989, music, ticketnetwork, tour, tour dates, guitar","Text Link","N/A","N/A","28-Oct-2014","<a href=""http://www.dpbolvw.net/click-7839687-11985787-1414505608000"" target=""_blank"">Taylor Swift Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11985787-1414505608000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151394?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11985787-1414505608000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"11947819","John Mellencamp","Find John Mellencamp tickets at Ticket Liquidator.","John Mellencamp, John Mellencamp tickets, John Mellencamp tour, John Mellencamp concerts","Text Link","N/A","N/A","18-Sep-2014","<a href=""http://www.dpbolvw.net/click-7839687-11947819-1411057591000"" target=""_blank"">John Mellencamp tickets</a><img src=""http://www.awltovhc.com/image-7839687-11947819-1411057591000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151395?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11947819-1411057591000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10905739","Celine Dion in Vegas ","Celine Dion tickets are hot right now for her Vegas residency, and everyone is searching for them.","Celine Dion tickets, Celine Dion schedule, vegas events, vegas concerts, Celine Dion vegas, las vegas celine dion, las vegas, las vegas events, las vegas tickets, celine tickets","Text Link","0.00 € EUR","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-10905739-1405955857000"" target=""_blank"">Celine Dion in Vegas  - Find tickets cheap!</a><img src=""http://www.awltovhc.com/image-7839687-10905739-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151396?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10905739-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10797496","Event & Venue List Widget","Use this widget to display an entire schedule for a team, performer or venue. You can even use it to display all events in a certain city or region. The schedule will be displayed on your website as a neat table, with links to every event date. All your affiliate ID and tracking info will be automatically generated for all links in the table. It's awesome.","TicketLiquidator widget, ticket widget, cheap tickets, concert schedules, NFL schedules, MLB schedules, NBA schedules, NHL schedules, sports schedules, concert schedules, tour dates, concert ticket schedules, event list, concert list, in city events, new york events, los angeles events, chicago events, houston events, atlanta events, philadelphia events","SmartLink","29.01 € EUR","25.38 € EUR","21-Jul-2014","http://www.ticketliquidator.com/widgetmaker.aspx?aid=10797496&pid=7839687","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151397?target=_blank&mouseover=N""></script>","","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10795673","TicketLiquidator Logo","Place this TL logo next to your links or just use it alone in handy prominent spots on your website.","cheap tickets, tickets, sports tickets, concert tickets, theater tickets, playoff tickets, finals tickets, sold out tickets, NASCAR tickets","Banner","133.70 € EUR","152.78 € EUR","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-10795673-1405955857000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-10795673-1405955857000"" width=""88"" height=""30"" alt=""Cheap tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151398?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-10795673-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11884480","Garth Brooks Banner","Garth Brooks Banner 250 x 250","Garth Brooks, Garth, Brooks, concert, ticket, country, Chicago, guitar, tour, ticketnetwork, Ireland, nostalgia, tickets","Banner","57.96 € EUR","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11884480-1405698138000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11884480-1405698138000"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151399?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11884480-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11988991","Holiday Banner","Holiday Banner 250x250","holiday, Christmas, tickets, santa, gifts, concerts, holiday season, winter, snow, tour, events, ticketnetwork","Banner","N/A","N/A","30-Oct-2014","<a href=""http://www.dpbolvw.net/click-7839687-11988991-1414687348000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11988991-1414687348000"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151400?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11988991-1414687348000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11988989","Holiday Banner","Holiday Banner 120x240","holiday, Christmas, tickets, santa, gifts, concerts, holiday, season, winter, snow, tour, events, ticketnetwork","Banner","N/A","N/A","30-Oct-2014","<a href=""http://www.jdoqocy.com/click-7839687-11988989-1414687289000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11988989-1414687289000"" width=""120"" height=""240"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151401?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11988989-1414687289000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"10888936","Jimmy Buffett banner","Jimmy Buffett is on tour and tickets are selling FAST. Grab a piece of the action now.","Jimmy Buffett tickets, Jimmy Buffett tour, Jimmy Buffett, Jimmy Buffett concerts, Jimmy Buffett, Jimmy Buffett schedule","Banner","0.00 € EUR","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-10888936-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10888936-1405955857000"" width=""728"" height=""90"" alt=""Jimmy Buffett tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151402?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10888936-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10795908","Events in Orange County","Advertise tickets to events in Southern California's Orange County, tickets to concerts, theater and sports. ","Orange County tickets, cheap tickets, concert tickets, sport tickets, sports tickets, event tickets, California event tickets, tickets","Banner","N/A","147.34 € EUR","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10795908-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10795908-1405955857000"" width=""120"" height=""240"" alt=""Events in Orange County"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151403?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10795908-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12105510","Nickelback","Find Nickelback tickets at Ticket Liquidator.","Nickelback, Nickelback tickets, Nickelback tour, Nickelback concert","Banner","N/A","N/A","30-Jan-2015","<a href=""http://www.jdoqocy.com/click-7839687-12105510-1422635840000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-12105510-1422635840000"" width=""285"" height=""170"" alt=""Nickelback tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151404?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-12105510-1422635840000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12105515","Nickelback","Find Nickelback tickets at Ticket Liquidator.","Nickelback, Nickelback tickets, Nickelback tour, Nickelback concert","Text Link","N/A","N/A","30-Jan-2015","<a href=""http://www.kqzyfj.com/click-7839687-12105515-1422635898000"" target=""_blank"">Nickelback tickets</a><img src=""http://www.lduhtrp.net/image-7839687-12105515-1422635898000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151405?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-12105515-1422635898000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11762174","Aerosmith and Slash 2","Find tickets to the Aerosmith and Slash tour at Ticket Liquidator","Aerosmith and Slash tickets, Aerosmith and Slash tour, Aerosmith tickets, Slash tickets, Aerosmith tour, Slash tour, live event tickets, concert tickets","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11762174-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11762174-1405955857000"" width=""285"" height=""170"" alt=""Aerosmith and Slash tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151406?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11762174-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10884124","We'll Get You In!","Great button banner, brand new, should make conversions.","cheap tickets, ticketliquidator, ticket liquidators, ticket brokers, tickets, concerts, concert tickets, sports tickets, theater tickets, theatre tickets, ticketnetwork, event tickets","Banner","59.45 € EUR","0.00 € EUR","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-10884124-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10884124-1405955857000"" width=""125"" height=""125"" alt=""TL cheap tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151407?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10884124-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11790920","Chicago and REO Speedwagon","Find tickets to Chicago and REO Speedwagon at Ticket Liquidator.","Chicago and REO Speedwagon, Chicago and REO Speedwagon tickets, Chicago and REO Speedwagon tour, Chicago tickets, REO Speedwagon tickets, live concert events","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11790920-1405955857000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11790920-1405955857000"" width=""210"" height=""125"" alt=""Chicago and REO Speedwagon"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151408?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11790920-1405955857000","N/A","","","","Events","2916100","Active","English","No"
